INSEGNA;CLASSIFICAZIONE;INDIRIZZO;MUNICIPIO;TIPOLOGIA;SINGOLE;DOPPIE;TRIPLE;QUADRUPLE;QUINTUPLE;SESTUPLE;UNITA_ABITATIVE;POSTI_LETTO_UNITA_ABITATIVE;latitude;longitude
DOMUS ELIDE;Categoria 1;VIA CANDIA, 121;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;2;0;0;0;0;0;0;41.90768;12.45142
DOMUS FLOREA SAINT PETER;Categoria 2;VIA CANDIA, 89;Municipio I (ex Mun XVII);Casa Vacanze impr (Appartamento);0;0;0;0;0;0;1;0;41.90797;12.45235
DOMUS GIARDINI VATICANI;Categoria 3;VIA GINO NAIS, 48;Municipio I (ex Mun XVII);Guest House o Affittacamere;1;2;1;0;0;0;0;0;41.90464;12.44315
DOMUS GIULIO CESARE;Categoria 3;VIALE GIULIO CESARE, 51/A;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;1;2;0;0;0;0;0;41.91085;12.46471
DOMUS GRACCHI;Categoria 1;VIA DEI GRACCHI, 278;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);1;1;0;0;0;0;0;0;41.90922;12.46707
DOMUS INES;Categoria 3;VIA PLAUTO, 35;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;2;0;0;0;0;0;0;41.90462;12.46
OMUS LIA;Categoria 2;BORGO VITTORIO, 74;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);2;2;0;0;0;0;0;0;41.9044;12.45897
DOMUS LUNAE;Categoria 3;VIA GERMANICO, 172;Municipio I (ex Mun XVII);Guest House o Affittacamere;1;2;0;0;0;0;0;0;41.90884;12.46191
DOMUS MAXIMUS;Categoria 3;VIA DOMENICO MILLELIRE, 7;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0;41.90497;12.44674
DOMUS MAZZINI;Unica;VIA MONTE ZEBIO, 9;Municipio I (ex Mun XVII);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0;41.91732;12.46399
DOMUS OLIMPIA IN VATICANO;Categoria 3;VIA CARLO MIRABELLO, 6;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0;41.9166;12.458
MUS OVIDIO;Categoria 2;VIA COLA DI RIENZO, 180;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;1;1;1;0;0;0;0;41.90747;12.463
OMUS PLAUTO;Non Classificata;VIA PLAUTO, 12;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;0;0;41.90445;12.46046
DOMUS PRATI;Categoria 3;VIALE DELLE MILIZIE, 3;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;1;3;0;0;0;0;0;41.91316;12.46687
DOMUS PROPERZIO;Categoria 1;VIA PROPERZIO, 27;Municipio I (ex Mun XVII);Casa Vacanze impr (Appartamento);0;2;0;0;0;0;0;0;41.90559;12.46132
DOMUS QUIRITUM;Unica;VIA DUILIO, 7;Municipio I (ex Mun XVII);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0;41.90982;12.46415
DOMUS SAN TOMMASO;Categoria 3;VIA S. TOMMASO D'AQUINO, 40;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);1;1;0;0;0;0;0;0;41.35848;13.42593
DOMUS SCIPIONI;Categoria 3;VIA DEGLI SCIPIONI, 295;Municipio I (ex Mun XVII);Guest House o Affittacamere;2;0;0;0;0;0;0;0;41.91158;12.47007
DOMUS SOLIS SAN PIETRO;Categoria 3;PIAZZA DEL RISORGIMENTO, 20;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;3;0;0;0;0;0;0;41.90663;12.457
OMUS TACITO;Categoria 3;VIA TACITO, 74;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);1;2;1;0;0;0;0;0;41.90659;12.46781
DOMUS TACITO LUXURY;Categoria 3;VIA TACITO, 50;Municipio I (ex Mun XVII);Guest House o Affittacamere;1;1;1;0;0;0;0;0;41.90723;12.46735
DOMUS TERENZIO;Categoria 3;VIA TERENZIO, 10;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;6;0;0;0;0;0;0;41.90634;12.46308
DOMUS TITINO;Categoria 1;VIA CARLO PASSAGLIA, 10;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0;41.91039;12.44826
DOMUS VALERI;Categoria 2;VIA CANDIA, 41;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;1;1;0;0;0;0;0;41.90833;12.45409
DOMUS VATICAN Casa e appartamento per vacanze;Categoria 1;VIA TUNISI, 3;Municipio I (ex Mun XVII);Casa Vacanze impr (Appartamento);0;1;0;0;0;0;0;0;41.90743;12.45285
DOMUS VESPASIANO;Categoria 3;VIA VESPASIANO, 48;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);1;1;0;0;0;0;0;0;41.90796;12.45668
DOMUS VITA ROMANA;Categoria 2;VIA SANTAMAURA, 7;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;2;0;0;0;0;0;0;41.90778;12.45396
DONA'S LUXURY HOUSE;Categoria 3;VIA MUZIO CLEMENTI, 68;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);1;1;1;0;0;0;0;0;41.90701;12.472
ONNA LAURA PALACE;4 Stelle;LUNGOTEVERE DELLE ARMI, 21;Municipio I (ex Mun XVII);Albergo;6;58;0;0;0;0;0;0;41.91604;12.46934
DORIA 79 VATICANO;Categoria 3;VIA ANDREA DORIA, 79;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0;41.90895;12.44973
DOVIGI HOLIDAY HOME;Categoria 3;VIA CRESCENZIO, 82;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);1;1;0;0;0;0;0;0;41.90605;12.46082
DREAM CITY ROME;Categoria 3;VIA SILLA, 7;Municipio I (ex Mun XVII);Guest House o Affittacamere;1;2;0;0;0;0;0;0;41.90919;12.45921
DREAM SUITE AT VATICAN;Unica;VIA GUALTIERO SERAFINO, ;Municipio I (ex Mun XVII);Bed & Breakfast non imprenditoriale;0;1;0;0;0;0;0;0;41.91055;12.44529
DUECENTOSETTE COMFORT INN;Categoria 2;VIALE GIULIO CESARE, 207;Municipio I (ex Mun XVII);Guest House o Affittacamere;1;2;1;0;0;0;0;0;41.90882;12.45644
DUEMILADODICI ROOMS;Categoria 2;VIA DEGLI SCIPIONI, 239;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;6;0;0;0;0;0;0;41.9105;12.46565
DULCIS IN VATICAN GUEST HOUSE O AFFITTACAMERE;Categoria 3;VIA ANGELO EMO, 147;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;3;0;0;0;0;0;0;41.90329;12.44424
Dolce Roma;Categoria 1;VIA TACITO, 90;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0;41.90608;12.46811
ECCELSO HOTEL;3 Stelle;VIA CATONE, 3;Municipio I (ex Mun XVII);Albergo;1;11;0;0;0;0;0;0;41.90681;12.45901
EDOARDO VATICAN SUITE;Categoria 4;VIA OTTAVIANO, 43;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);1;0;0;0;0;0;0;0;41.90742;12.45774
EL DORADO;Categoria 3;VIA FABIO MASSIMO, 72;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;5;0;0;0;0;0;0;41.90933;12.46207
ELISABETH APARTMENT;Categoria 3;VIA DELLA GIULIANA, 38;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0;41.91257;12.45457
ELLEBIELLE CASA SCIPIONI;Categoria 2;VIA DEGLI SCIPIONI, 167;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);2;1;0;0;0;0;0;0;41.9095;12.46156
ELUTA HOLIDAY HOME CASA E APPARTAMENTO PER VACANZE;Categoria 2;CIRCONVALLAZIONE CLODIA, 26;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);1;2;0;0;0;0;0;0;41.91432;12.45212
ELY AI MUSEI VATICANI;Unica;VIA CANDIA, 41;Municipio I (ex Mun XVII);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0;41.90833;12.45409
EMO;Categoria 4;VIA ANGELO EMO, 5;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;0;1;0;0;0;0;0;41.90683;12.44952
EMPEROR GIULIO CESARE;Categoria 2;VIA CAPOSILE, 2;Municipio I (ex Mun XVII);Casa Vacanze impr (Appartamento);0;1;0;0;0;0;0;0;41.91943;12.46375
EMPIRE SUITES GUEST HOUSE O AFFITTACAMERE;Categoria 3;VIALE GIULIO CESARE, 95;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;5;0;0;0;0;0;0;41.90992;12.46095
ENJOY VATICAN BED & BREAKFAST;Unica;VIA PIETRO POMPONAZZI, 3;Municipio I (ex Mun XVII);Bed & Breakfast non imprenditoriale;0;2;0;0;0;0;0;0;41.9095;12.44986
ENTREE DES ARTISTES;Categoria 1;VIA RODI, 4;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0;41.91242;12.45286
ER SAMPIETRINO DE ROMA SPARITA;Categoria 1;VIA OTTAVIANO, 42;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;0;0;1;0;0;0;0;41.9075;12.45799
ERIKA HOUSE;Categoria 3;VIA SEBASTIANO VENIERO, 78;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);1;1;0;0;0;0;0;0;41.90726;12.45213
ERMES MURA VATICANE DI CAFRA SRL;Categoria 2;VIA DI PORTA PERTUSA, 4;Municipio I (ex Mun XVII);Casa Vacanze impr (Appartamento);0;2;1;0;0;0;0;0;41.90118;12.44563
ERMES RELAIS;Categoria 2;VIA DI PORTA PERTUSA, 4;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;3;0;0;0;0;0;0;41.90118;12.44563
EROI AL VATICANO - CASA E APPARTAMENTO PER VACANZE;Categoria 2;VIA SEBASTIANO ZIANI, 3;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;1;1;0;0;0;0;0;41.90849;12.44645
EROI APARTMENT;Categoria 2;VIA S. TOMMASO D'AQUINO, 22;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);1;0;0;0;0;0;0;0;41.911;12.44813
EULALIA HOLIDAY APARTMENT;Categoria 2;VIALE GIULIO CESARE, 237;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);1;1;0;0;0;0;0;0;41.90863;12.455
XCEL PASSETTO SUITES;Categoria 3;VIA DEI CORRIDORI, 1;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;1;2;0;0;0;0;0;42.25824;12.57147
EXCLUSIVE GIULIANA SUITE;Categoria 2;VIA DELLA GIULIANA, 35;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;2;0;0;0;0;0;0;41.91171;12.45441
EXPLORING ROME;Non Classificata;VIA SEBASTIANO VENIERO, 22;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;0;0;41.90779;12.45462
Elenoire Rooms & Suite;Categoria 2;VIA CAIO MARIO, 8;Municipio I (ex Mun XVII);Guest House o Affittacamere;1;3;0;0;0;0;0;0;41.90828;12.46097
F&J - COLA DI RIENZO;Categoria 2;VIA COLA DI RIENZO, 271;Municipio I (ex Mun XVII);Casa Vacanze impr (Appartamento);1;1;0;0;0;0;0;0;41.90672;12.45995
FABIO MASSIMO 'Guest House o Affittacamere';Categoria 2;VIA FABIO MASSIMO, 88;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;5;0;1;0;0;0;0;41.9099;12.46191
FALSATAFF ST.PETER CASA E APPARTAMENTO PER VACANZE;Categoria 1;BORGO VITTORIO, 9;Municipio I (ex Mun XVII);Casa Vacanze impr (Appartamento);2;1;0;0;0;0;0;0;41.9041;12.46246
FAMAGOSTA LUXURY APARTMENT;Categoria 2;VIA FAMAGOSTA, 63;Municipio I (ex Mun XVII);Casa Vacanze impr (Appartamento);0;1;0;0;0;0;0;0;41.90965;12.455
ANTAFLAT;Categoria 3;VIA ANGELO EMO, 11;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0;41.90653;12.44915
FARNESE;2 Stelle;VIA ALESSANDRO FARNESE, 30;Municipio I (ex Mun XVII);Albergo;5;16;2;0;0;0;0;0;41.9114;12.46752
FASANA 21;Categoria 2;VIA FASANA, 21;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;2;1;0;0;0;0;0;41.91955;12.45733
FEDERICI GUEST HOUSE;Categoria 2;VIALE GIULIO CESARE, 151;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;5;0;0;0;0;0;0;41.90927;12.45828
FEDERICO CESI;Unica;VIA FEDERICO CESI, 62;Municipio I (ex Mun XVII);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0;41.90817;12.47085
FERRARI HOME;Categoria 2;VIA GIUSEPPE FERRARI, 11;Municipio I (ex Mun XVII);Guest House o Affittacamere;1;2;2;0;0;0;0;0;41.91385;12.46452
FESTINA LENTE CASA VACANZE;Categoria 2;VIA BARLETTA, 17;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);1;2;0;0;0;0;0;0;41.90998;12.45779
FINALLY ROMA APT;Categoria 3;VIA CATONE, 34;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;0;3;0;0;0;0;0;41.90754;12.45879
FINESTRA SUI MUSEI VATICANI;Categoria 1;VIA LEONE IV, 57;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0;41.90821;12.455
IOCCA B&B;Unica;PIAZZA DEI MARTIRI DI BELFIORE, 4;Municipio I (ex Mun XVII);Bed & Breakfast non imprenditoriale;1;1;0;0;0;0;0;0;41.91489;12.46614
FIVE SENSES;Categoria 3;VIA DEGLI SCIPIONI, 113;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;4;0;0;0;0;0;0;41.90884;12.45892
FIVESTAR;Categoria 2;VIA ANGELO EMO, 144;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);1;1;0;0;0;0;0;0;41.90373;12.44454
FLAVIO B&B;Unica;VIA ANGELO EMO, 93;Municipio I (ex Mun XVII);Bed & Breakfast non imprenditoriale;0;0;1;0;0;0;0;0;41.90426;12.44639
FLORIDA;2 Stelle;VIA COLA DI RIENZO, 243;Municipio I (ex Mun XVII);Albergo;5;6;0;0;0;0;0;0;41.90723;12.46199
FLORIDA ROOMS;Categoria 1;VIA COLA DI RIENZO, 243;Municipio I (ex Mun XVII);Guest House o Affittacamere;2;2;2;0;0;0;0;0;41.90723;12.46199
FLORJE HOUSE;Categoria 3;VIA SANTAMAURA, 15;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;1;1;0;0;0;0;0;41.90791;12.45391
FOLIA;Categoria 3;VIA OTTAVIANO, 43;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;3;0;0;0;0;0;0;41.90742;12.45774
FOLIA DOMUS;Categoria 1;VIA OSTIA, 16;Municipio I (ex Mun XVII);Casa Vacanze impr (Appartamento);0;1;0;0;0;0;0;0;41.90934;12.45387
FOR MY FRIENDS;Unica;VIA FAMAGOSTA, 8;Municipio I (ex Mun XVII);Bed & Breakfast non imprenditoriale;0;1;1;0;0;0;0;0;41.90987;12.45601
FOTOFEVER APARTMENT-CASE E APPARTAMENTI PER VACANZE;Categoria 1;VIA GERMANICO, 168/A;Municipio I (ex Mun XVII);Casa Vacanze impr (Appartamento);0;2;0;0;0;0;0;0;41.90873;12.46148
FRA&B;Categoria 2;VIA DI PRATO FALCONE, 6;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);1;1;0;0;0;0;0;0;41.92493;12.45776
FRANKLIN;3 Stelle;VIA RODI, 29;Municipio I (ex Mun XVII);Albergo;4;18;0;0;0;0;0;0;41.9127;12.45329
FRATELLI VECCHIONE;Unica;VIALE DELLE MEDAGLIE D'ORO, 8;Municipio I (ex Mun XVII);Bed & Breakfast non imprenditoriale;1;1;0;0;0;0;0;0;41.9099;12.44802
Fabio dei Velapazza Guest House o Affittacamere;Categoria 2;VIALE GIUSEPPE MAZZINI, 119;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;6;0;0;0;0;0;0;41.91519;12.45691
GA HOLIDAYS HOME 2;Categoria 1;BORGO VITTORIO, 85;Municipio I (ex Mun XVII);Casa Vacanze impr (Appartamento);0;2;0;0;0;0;0;0;41.90434;12.45972
GABRELE E FRANCESCA;Categoria 1;VIA TOMMASO CAMPANELLA, 19;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;2;0;0;0;0;0;0;41.91059;12.45204
GABRIELE E FRANCESCA;Categoria 4;VIA TOMMASO CAMPANELLA, 19;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;0;0;41.91059;12.45204
GAIA DOMUS ST. PETER;Categoria 4;VIA OTRANTO, 39;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0;41.9103;12.457
IUS ROMA;Unica;VIALE GIULIO CESARE, 78;Municipio I (ex Mun XVII);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0;41.90937;12.45722
GARDEN IN ROME;Categoria 2;VIA GIUSEPPE AVEZZANA, 6;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);1;0;1;0;0;0;0;0;41.91398;12.46692
GARDENIA SUITE;Categoria 3;CIRCONVALLAZIONE CLODIA, 36;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;4;1;0;0;0;0;0;41.91485;12.452
ATSBY GUEST HOUSE O AFFITTACAMERE;Categoria 2;VIALE ANGELICO, 36/B;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;4;0;0;0;0;0;0;41.91646;12.45871
GAVINANA B&B;Unica;VIA GAVINANA, 1;Municipio I (ex Mun XVII);Bed & Breakfast non imprenditoriale;3;0;0;0;0;0;0;0;41.91247;12.46816
GELSOMINA;Unica;VIA OTTAVIANO, 32;Municipio I (ex Mun XVII);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0;41.90735;12.45798
GENS CLAUDIA A;Categoria 2;VIA UGO BARTOLOMEI, 18;Municipio I (ex Mun XVII);Casa Vacanze impr (Appartamento);0;2;0;0;0;0;0;0;41.90962;12.44575
GENS CLAUDIA B;Categoria 2;VIA UGO BARTOLOMEI, 18;Municipio I (ex Mun XVII);Casa Vacanze impr (Appartamento);0;2;0;0;0;0;0;0;41.90962;12.44575
GERMANICO 66GUEST HOUSE;Unica;VIA GERMANICO, 66;Municipio I (ex Mun XVII);Bed & Breakfast non imprenditoriale;0;1;0;0;0;0;0;0;41.90779;12.45765
GERMANICO MAXI;Categoria 3;VIA GERMANICO, 99;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);1;2;0;0;0;0;0;0;41.90805;12.45944
GERMANICO VATICAN SUITES;Categoria 2;VIA GERMANICO, 109;Municipio I (ex Mun XVII);Guest House o Affittacamere;1;2;1;0;0;0;0;0;41.9086;12.46166
GET IN ROME;Categoria 3;VIA GERMANICO, 96;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0;41.90812;12.459
IBLI DREAMER;Non Classificata;VIA FRANCESCO CARACCIOLO, 4;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;0;0;41.90811;12.44976
GIALLI VATICAN GUEST HOUSE O AFFITTACAMERE;Categoria 2;VIALE GIULIO CESARE, 183;Municipio I (ex Mun XVII);Guest House o Affittacamere;2;0;0;0;0;0;0;0;41.90903;12.45729
GIALLO VATICANO;Categoria 1;VIA CANDIA, 111;Municipio I (ex Mun XVII);Casa Vacanze impr (Appartamento);0;1;0;0;0;0;0;0;41.9078;12.45191
GIAVI HOUSE CASA VACANZA;Categoria 2;VIALE DELLE MILIZIE, 9;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;1;1;0;0;0;0;0;41.91088;12.45753
GINEVRASUITE;Categoria 3;VIA DELLA GIULIANA, 18;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;2;0;0;0;0;0;0;41.91121;12.45489
GIOIA ROMANA - sospensione temporanea;Unica;VIALE DEGLI AMMIRAGLI, 67;Municipio I (ex Mun XVII);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0;41.90522;12.44406
GIOLIGIO' ROME CENTRAL LUXURY SUITES;Categoria 1;VIALE ANGELICO, 32;Municipio I (ex Mun XVII);Casa Vacanze impr (Appartamento);0;2;0;0;0;0;0;0;41.91565;12.45865
GIONA'S HOUSE;Categoria 3;VIA RODI, 49;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);1;1;0;0;0;0;0;0;41.91284;12.45386
GIOVINE ITALIA BED & BREAKFAST GESTITO IN FORMA IMPRENDITORIALE;Unica;PIAZZA GIOVINE ITALIA, 7;Municipio I (ex Mun XVII);Bed & Breakfast imprenditoriale;0;3;0;0;0;0;0;0;41.91407;12.457
IUBILEUM BOUTIQUE GUEST HOUSE O AFFITTACAMERE;Categoria 2;VIA PAOLO EMILIO, 32;Municipio I (ex Mun XVII);Guest House o Affittacamere;1;4;0;0;1;0;0;0;41.9095;12.46326
GIUBILIANA;Categoria 3;VIA DELLA GIULIANA, 18;Municipio I (ex Mun XVII);Guest House o Affittacamere;2;3;0;0;0;0;0;0;41.91121;12.45489
GIULIA'S HOME IN VATICAN;Categoria 3;VIA AUGUSTO AUBRY, 1;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);1;0;0;0;0;0;0;0;41.91514;12.45456
GIULIANA SUPERIOR;Categoria 2;VIA EMILIO FAA' DI BRUNO, 24;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);2;0;0;0;0;0;0;0;41.91408;12.456
IULIETTA A ROMA S. PIETRO;Categoria 2;VIA PAOLO EMILIO, 71;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);2;1;0;0;0;0;0;0;41.91023;12.46279
GIULIO CESARE;4 Stelle;VIA DEGLI SCIPIONI, 287;Municipio I (ex Mun XVII);Albergo;16;51;9;0;0;0;0;0;41.91152;12.46962
GIULIO CESARE IMPERATORE;Categoria 2;VIALE GIULIO CESARE, 237;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;0;0;41.90863;12.455
LAMOUR CENTER OF ROME;Categoria 3;VIA LUCREZIO CARO, 50;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;3;0;0;0;0;0;0;41.90788;12.46941
GLATIMIA;Categoria 2;VIA CAIO MARIO, 14;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;3;0;0;0;0;0;0;41.90908;12.46066
GOLDEN HOUSE;Categoria 4;VIALE DELLE MEDAGLIE D'ORO, 399;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);1;2;0;0;0;0;0;0;41.92144;12.44549
GR HOUSE DI GIORGIO ROSSI;Categoria 3;VIA EZIO, 29;Municipio I (ex Mun XVII);Guest House o Affittacamere;2;1;0;0;0;0;0;0;41.90943;12.46612
GRAMMY SUITE;Unica;VIALE DELLE MILIZIE, 15;Municipio I (ex Mun XVII);Bed & Breakfast non imprenditoriale;0;1;0;0;0;0;0;0;41.91068;12.456
RAN PIANO APARTMENT @ VATICAN;Categoria 2;VIA MUZIO CLEMENTI, 68;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);2;2;0;0;0;0;0;0;41.90701;12.472
RAND TOUR ROMA;Categoria 1;VIA GERMANICO, 109;Municipio I (ex Mun XVII);Casa Vacanze impr (Appartamento);0;2;0;0;0;0;0;0;41.9086;12.46166
GRAND TOUR ROMA GUEST HOUSE;Categoria 3;VIA GERMANICO, 109;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;6;0;0;0;0;0;0;41.9086;12.46166
GREEN BIJOU;Categoria 2;VIA RICCARDO GRAZIOLI LANTE, 68;Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;1;1;41.91332;12.45572
GROWEL EXCLUSIVE SUITES SAN PIETRO ROME GUEST HOUSE O AFFITTACAMERE;Categoria 2;VIA OTTAVIANO, 6;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;3;3;0;0;0;0;0;41.9067;12.45793
GUEST ART Bed & Breakfast;Unica;VIA DEGLI SCIPIONI, 22;Municipio I (ex Mun XVII);Bed & Breakfast non imprenditoriale;0;3;0;0;0;0;0;0;41.90801;12.45615
GUEST HOUSE IULIA;Categoria 2;VIA COLA DI RIENZO, 217;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;3;0;1;0;0;0;0;41.90749;12.463
EST HOUSE MY BED CAVOUR;Categoria 3;VIA CRESCENZIO, 9;Municipio I (ex Mun XVII);Guest House o Affittacamere;1;3;0;0;0;0;0;0;41.90532;12.46804
GUEST HOUSE O AFFITTACAMERE;Categoria 2;VIA S. TOMMASO D'AQUINO, 47;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;3;0;0;0;0;0;0;41.93013;12.49248
"GUEST HOUSE O AFFITTACAMERE  ""A DUE PASSI DAI MUSEI GUEST HOUSE""";Categoria 3;VIA FRANCESCO CARACCIOLO, 30;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;3;0;0;0;0;0;0;41.90872;12.452
UEST HOUSE O AFFITTACAMERE  *FEDERICI HOME*;Categoria 2;VIALE GIULIO CESARE, 151;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;2;1;0;0;0;0;0;41.90927;12.45828
GUEST HOUSE O AFFITTACAMERE  DOMUS DEI PAPI;Categoria 3;VIA DEI GRACCHI, 161;Municipio I (ex Mun XVII);Guest House o Affittacamere;1;5;0;0;0;0;0;0;41.90836;12.46426
GUEST HOUSE O AFFITTACAMERE  NUMERO 21 LUXURY;Categoria 3;LUNGOTEVERE PRATI, 21;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;5;1;0;0;0;0;0;41.90472;12.47306
GUEST HOUSE O AFFITTACAMERE  ROMA CHARMING ROOMS .;Categoria 1;VIALE DEI BASTIONI DI MICHELANGELO, 5/A;Municipio I (ex Mun XVII);Guest House o Affittacamere;1;3;0;0;0;0;0;0;41.90636;12.45631
"GUEST HOUSE O AFFITTACAMERE "" THE GREAT BEAUTY""";Categoria 3;VIA GIOVANNI BETTOLO, 25;Municipio I (ex Mun XVII);Guest House o Affittacamere;1;2;0;0;0;0;0;0;41.91176;12.4561
GUEST HOUSE O AFFITTACAMERE ""AFFITTACAMERE SAN PETER ANGELES TWO""";Categoria 3;VIA GERMANICO, 54;Municipio I (ex Mun XVII);Guest House o Affittacamere;1;2;1;0;0;0;0;0;41.90772;12.45735
"GUEST HOUSE O AFFITTACAMERE ""AMALIA SUITES""";Categoria 3;VIA GERMANICO, 66;Municipio I (ex Mun XVII);Guest House o Affittacamere;1;4;1;0;0;0;0;0;41.90779;12.45765
"GUEST HOUSE O AFFITTACAMERE ""DOMUS SERAFINO""";Categoria 3;PIAZZA DELL'UNITA', 24;Municipio I (ex Mun XVII);Guest House o Affittacamere;0;2;3;0;0;0;0;0;41.90767;12.46079
