Str. di prima assegnazione;Anno;Data di presentazione;Tipo di segnalazione - codice;Tipo di segnalazione - descrizione;Area tematica - codice;Descrizione area tematica;Argomento - codice;Descrizione argomento;Tipo arrivo - codice;Descrizione tipo arrivo;Canale di risposta - codice;Descr. modalità di risposta;Punto esclamativo SI/NO;Municipio di riferimento (tramite geo-localizzazione)
POLIZIA LOCALE ROMA CAPITALE -  I GRUPPO PRATI  -(EX GRUPPO XVII);2020;17/05/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;380;SOSTA SU MARCIAPIEDE - GRAVE INTRALCIO;7;Portale;6;Web;NO;1
DIPARTIMENTO TUTELA AMBIENTALE;2020;17/05/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;169;MANCATA POTATURA ALBERI;8;CRM 060606;5;Telefono;NO;n.a.
POLIZIA LOCALE ROMA CAPITALE -  XIV GRUPPO MONTEMARIO -(EX GRUPPO XIX);2020;17/05/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;383;ASSEMBRAMENTI;7;Portale;6;Web;NO;14
DIPARTIMENTO TUTELA AMBIENTALE;2020;17/05/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;40;! CADUTA DI RAMI/ALBERI SU SUOLO PUBBLICO;8;CRM 060606;5;Telefono;SI;n.a.
DIPARTIMENTO TUTELA AMBIENTALE;2020;17/05/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;6;ALBERI PERICOLANTI;7;Portale;6;Web;NO;1
POLIZIA LOCALE ROMA CAPITALE -  XIV GRUPPO MONTEMARIO -(EX GRUPPO XIX);2020;17/05/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;375;VEICOLO ABBANDONATO;7;Portale;6;Web;NO;14
POLIZIA LOCALE ROMA CAPITALE -  II GRUPPO PARIOLI -(EX GRUPPO II);2020;17/05/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;375;VEICOLO ABBANDONATO;7;Portale;6;Web;NO;2
MUNICIPIO ROMA XIV (EX MUNICIPIO XIX);2020;17/05/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;172;MANCATA RACCOLTA RIFIUTI;7;Portale;6;Web;NO;14
MUNICIPIO ROMA II (EX MUNICIPI II E III);2020;17/05/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;50;CASSONETTO SCARTI ORGANICI PIENO/RIBALTATO/DANNEGGIATO;7;Portale;6;Web;NO;2
POLIZIA LOCALE ROMA CAPITALE -  II GRUPPO PARIOLI -(EX GRUPPO II);2020;17/05/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;375;VEICOLO ABBANDONATO;7;Portale;6;Web;NO;2
DIPARTIMENTO TUTELA AMBIENTALE;2020;17/05/2020;1;Reclamo;11;OPERE E MANUTENZIONE DELLA CITTÀ;169;MANCATA POTATURA ALBERI;7;Portale;6;Web;NO;5
DIPARTIMENTO SERVIZI EDUCATIVI E SCOLASTICI;2020;17/05/2020;1;Reclamo;13;SCUOLA;146;GRADUATORIE ASILI NIDO - SCUOLA DELL'INFANZIA;7;Portale;6;Web;NO;n.a.
MUNICIPIO ROMA XI (EX MUNICIPIO XV);2020;17/05/2020;1;Reclamo;1;AMBIENTE;382;DISCARICHE ABUSIVE;7;Portale;6;Web;NO;11
DIPARTIMENTO TUTELA AMBIENTALE;2020;17/05/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;207;PARCHI, VILLE E GIARDINI - MANCATA PULIZIA;7;Portale;6;Web;NO;4
DIPARTIMENTO TUTELA AMBIENTALE;2020;17/05/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;207;PARCHI, VILLE E GIARDINI - MANCATA PULIZIA;8;CRM 060606;5;Telefono;NO;n.a.
DIPARTIMENTO TUTELA AMBIENTALE;2020;17/05/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;180;MANCATO TAGLIO ERBA;8;CRM 060606;5;Telefono;NO;n.a.
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;17/05/2020;6;Segnalazione;10;MOBILITÀ E TRASPORTI;296;! SOSTA SELVAGGIA - RIMOZIONE VEICOLI IN INTRALCIO;7;Portale;6;Web;SI;1
MUNICIPIO ROMA VI (EX MUNICIPIO VIII);2020;17/05/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;374;BUCHE E DISSESTO STRADALE;8;CRM 060606;5;Telefono;NO;n.a.
MUNICIPIO ROMA X (EX MUNICIPIO XIII);2020;17/05/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;37;CADITOIE/TOMBINI - FUORIUSCITA ACQUA/LIQUAMI;8;CRM 060606;5;Telefono;NO;n.a.
DIPARTIMENTO TUTELA AMBIENTALE;2020;17/05/2020;6;Segnalazione;1;AMBIENTE;78;DERATTIZZAZIONE;8;CRM 060606;5;Telefono;NO;n.a.
MUNICIPIO ROMA X (EX MUNICIPIO XIII);2020;17/05/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;180;MANCATO TAGLIO ERBA;8;CRM 060606;5;Telefono;NO;n.a.
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;17/05/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;298;! SOSTA SU ATTRAVERSAMENTO PEDONALE;7;Portale;6;Web;SI;5
MUNICIPIO ROMA X (EX MUNICIPIO XIII);2020;17/05/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;251;RADICI AFFIORANTI - VEGETAZIONE INCOLTA;7;Portale;6;Web;NO;10
MUNICIPIO ROMA X (EX MUNICIPIO XIII);2020;17/05/2020;1;Reclamo;11;OPERE E MANUTENZIONE DELLA CITTÀ;258;RIFIUTI ABBANDONATI;7;Portale;6;Web;NO;10
DIPARTIMENTO TUTELA AMBIENTALE;2020;17/05/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;68;CONTROLLO DEGLI ANIMALI MOLESTI/SPECIE INFESTANTI;8;CRM 060606;5;Telefono;NO;n.a.
POLIZIA LOCALE ROMA CAPITALE -  IX GRUPPO EUR -(EX GRUPPO XII);2020;17/05/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;379;SEGNALETICA DANNEGGIATA DA SISTEMARE;7;Portale;6;Web;NO;9
MUNICIPIO ROMA X (EX MUNICIPIO XIII);2020;17/05/2020;6;Segnalazione;1;AMBIENTE;259;RIFIUTI ABBANDONATI - PERICOLO PER L'INCOLUMITA PUBBLICA;7;Portale;6;Web;NO;10
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;17/05/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;298;! SOSTA SU ATTRAVERSAMENTO PEDONALE;7;Portale;6;Web;SI;14
POLIZIA LOCALE ROMA CAPITALE -  XII GRUPPO MONTEVERDE -(EX GRUPPO XVI);2020;17/05/2020;6;Segnalazione;10;MOBILITÀ E TRASPORTI;296;! SOSTA SELVAGGIA - RIMOZIONE VEICOLI IN INTRALCIO;7;Portale;6;Web;SI;13
DIPARTIMENTO TUTELA AMBIENTALE;2020;17/05/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;68;CONTROLLO DEGLI ANIMALI MOLESTI/SPECIE INFESTANTI;7;Portale;6;Web;NO;3
DIPARTIMENTO TUTELA AMBIENTALE;2020;17/05/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;212;PARCHI, VILLE E GIARDINI - MANCATO TAGLIO ERBA;8;CRM 060606;5;Telefono;NO;n.a.
DIPARTIMENTO TUTELA AMBIENTALE;2020;17/05/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;68;CONTROLLO DEGLI ANIMALI MOLESTI/SPECIE INFESTANTI;7;Portale;6;Web;NO;3
DIPARTIMENTO TUTELA AMBIENTALE;2020;17/05/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;180;MANCATO TAGLIO ERBA;8;CRM 060606;5;Telefono;NO;n.a.
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;17/05/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;298;! SOSTA SU ATTRAVERSAMENTO PEDONALE;7;Portale;6;Web;SI;12
MUNICIPIO ROMA X (EX MUNICIPIO XIII);2020;17/05/2020;6;Segnalazione;1;AMBIENTE;259;RIFIUTI ABBANDONATI - PERICOLO PER L'INCOLUMITA PUBBLICA;7;Portale;6;Web;NO;10
DIPARTIMENTO TUTELA AMBIENTALE;2020;17/05/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;212;PARCHI, VILLE E GIARDINI - MANCATO TAGLIO ERBA;8;CRM 060606;5;Telefono;NO;n.a.
POLIZIA LOCALE ROMA CAPITALE -  VI GRUPPO TORRI -(EX GRUPPO VIII;2020;17/05/2020;6;Segnalazione;1;AMBIENTE;382;DISCARICHE ABUSIVE;7;Portale;6;Web;NO;6
MUNICIPIO ROMA VI (EX MUNICIPIO VIII);2020;17/05/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;374;BUCHE E DISSESTO STRADALE;7;Portale;6;Web;NO;6
POLIZIA LOCALE ROMA CAPITALE -  VI GRUPPO TORRI -(EX GRUPPO VIII;2020;17/05/2020;6;Segnalazione;1;AMBIENTE;8;AMBIENTE - ATTI DI VANDALISMO;7;Portale;6;Web;NO;6
DIPARTIMENTO TUTELA AMBIENTALE;2020;17/05/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;212;PARCHI, VILLE E GIARDINI - MANCATO TAGLIO ERBA;8;CRM 060606;5;Telefono;NO;n.a.
MUNICIPIO ROMA VI (EX MUNICIPIO VIII);2020;17/05/2020;1;Reclamo;11;OPERE E MANUTENZIONE DELLA CITTÀ;207;PARCHI, VILLE E GIARDINI - MANCATA PULIZIA;7;Portale;6;Web;NO;6
MUNICIPIO ROMA X (EX MUNICIPIO XIII);2020;17/05/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;180;MANCATO TAGLIO ERBA;7;Portale;6;Web;NO;10
POLIZIA LOCALE ROMA CAPITALE -  V GRUPPO CASILINO -(EX GRUPPO VII);2020;17/05/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;383;ASSEMBRAMENTI;7;Portale;6;Web;NO;5
POLIZIA LOCALE ROMA CAPITALE -  X GRUPPO MARE -(EX GRUPPO XIII);2020;17/05/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;383;ASSEMBRAMENTI;7;Portale;6;Web;NO;10
MUNICIPIO ROMA VIII (EX MUNICIPIO XI);2020;17/05/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;304;SPAZZAMENTO SU AREE A VERDE;7;Portale;6;Web;NO;8
POLIZIA LOCALE ROMA CAPITALE -  VII GRUPPO TUSCOLANO -(EX GRUPPO X);2020;17/05/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;375;VEICOLO ABBANDONATO;7;Portale;6;Web;NO;7
POLIZIA LOCALE ROMA CAPITALE -  VII GRUPPO TUSCOLANO -(EX GRUPPO X);2020;17/05/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;378;MARCIAPIEDI - PRESENZA BUCHE O FESSURE;7;Portale;6;Web;NO;7
DIPARTIMENTO TUTELA AMBIENTALE;2020;17/05/2020;6;Segnalazione;1;AMBIENTE;78;DERATTIZZAZIONE;7;Portale;6;Web;NO;11
DIPARTIMENTO TUTELA AMBIENTALE;2020;17/05/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;190;MARCIAPIEDI - RADICI INTORNO AD ALBERI;7;Portale;6;Web;NO;11
POLIZIA LOCALE ROMA CAPITALE -  IX GRUPPO EUR -(EX GRUPPO XII);2020;17/05/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;130;DISTURBO QUIETE PUBBLICA;7;Portale;6;Web;NO;9
POLIZIA LOCALE ROMA CAPITALE -  VI GRUPPO TORRI -(EX GRUPPO VIII;2020;17/05/2020;6;Segnalazione;4;COMMERCIO IMPRESA;371;OCCUPAZIONE SUOLO PUBBLICO ABUSIVO/NON REGOLARE;7;Portale;6;Web;NO;6
DIPARTIMENTO PARTECIPAZIONE, COMUNICAZIONE E PARI OPPORTUNITA';2020;17/05/2020;1;Reclamo;11;OPERE E MANUTENZIONE DELLA CITTÀ;318;SUGGERIMENTO;7;Portale;6;Web;NO;1
POLIZIA LOCALE ROMA CAPITALE -  V GRUPPO CASILINO -(EX GRUPPO VII);2020;17/05/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;167;MANCANZA DI SEGNALETICA;8;CRM 060606;5;Telefono;NO;n.a.
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;17/05/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;298;! SOSTA SU ATTRAVERSAMENTO PEDONALE;7;Portale;6;Web;SI;7
DIPARTIMENTO TUTELA AMBIENTALE;2020;17/05/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;304;SPAZZAMENTO SU AREE A VERDE;7;Portale;6;Web;NO;5
MUNICIPIO ROMA X (EX MUNICIPIO XIII);2020;17/05/2020;6;Segnalazione;1;AMBIENTE;259;RIFIUTI ABBANDONATI - PERICOLO PER L'INCOLUMITA PUBBLICA;7;Portale;6;Web;NO;10
MUNICIPIO ROMA III (EX MUNICIPIO IV);2020;17/05/2020;1;Reclamo;11;OPERE E MANUTENZIONE DELLA CITTÀ;172;MANCATA RACCOLTA RIFIUTI;7;Portale;6;Web;NO;3
POLIZIA LOCALE ROMA CAPITALE -  V GRUPPO PRENESTINO -(EX GRUPPO VI);2020;17/05/2020;1;Reclamo;1;AMBIENTE;79;DIFFICOLTÀ DI ACCESSO AI SERVIZI  AMBIENTALI;7;Portale;6;Web;NO;5
POLIZIA LOCALE ROMA CAPITALE -  IV GRUPPO TIBURTINO -(EX GRUPPO V);2020;17/05/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;383;ASSEMBRAMENTI;7;Portale;6;Web;NO;4
POLIZIA LOCALE ROMA CAPITALE -  XIV GRUPPO MONTEMARIO -(EX GRUPPO XIX);2020;17/05/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;383;ASSEMBRAMENTI;7;Portale;6;Web;NO;14
DIPARTIMENTO TUTELA AMBIENTALE;2020;17/05/2020;1;Reclamo;11;OPERE E MANUTENZIONE DELLA CITTÀ;169;MANCATA POTATURA ALBERI;7;Portale;6;Web;NO;1
POLIZIA LOCALE ROMA CAPITALE -  XIV GRUPPO MONTEMARIO -(EX GRUPPO XIX);2020;17/05/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;183;MANUTENZIONE DELLA CITTÀ - PERICOLO PER L'INCOLUMITA PUBBLICA;7;Portale;6;Web;NO;14
MUNICIPIO ROMA X (EX MUNICIPIO XIII);2020;17/05/2020;1;Reclamo;11;OPERE E MANUTENZIONE DELLA CITTÀ;207;PARCHI, VILLE E GIARDINI - MANCATA PULIZIA;8;CRM 060606;5;Telefono;NO;n.a.
MUNICIPIO ROMA XIV (EX MUNICIPIO XIX);2020;17/05/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;172;MANCATA RACCOLTA RIFIUTI;7;Portale;6;Web;NO;14
POLIZIA LOCALE ROMA CAPITALE -  VIII GRUPPO TINTORETTO -(EX GRUPPO XI);2020;17/05/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;375;VEICOLO ABBANDONATO;7;Portale;6;Web;NO;8
POLIZIA LOCALE ROMA CAPITALE -  VI GRUPPO TORRI -(EX GRUPPO VIII;2020;17/05/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;383;ASSEMBRAMENTI;7;Portale;6;Web;NO;6
DIPARTIMENTO SVILUPPO INFRASTRUTTURE E MANUTENZIONE URBANA;2020;17/05/2020;6;Segnalazione;3;CASA E URBANISTICA;45;CASE POPOLARI - MANCATA MANUTENZIONE;8;CRM 060606;5;Telefono;NO;n.a.
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;17/05/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;358;! VORAGINE;7;Portale;6;Web;SI;5
MUNICIPIO ROMA XIV (EX MUNICIPIO XIX);2020;17/05/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;260;RIMOZIONE FOGLIE - MANCATA PULIZIA;7;Portale;6;Web;NO;14
MUNICIPIO ROMA VII (EX MUNICIPI IX E X);2020;17/05/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;183;MANUTENZIONE DELLA CITTÀ - PERICOLO PER L'INCOLUMITA PUBBLICA;7;Portale;6;Web;NO;7
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;17/05/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;302;! SOSTA SU SPAZIO RISERVATO A DISABILI;7;Portale;6;Web;SI;7
MUNICIPIO ROMA VII (EX MUNICIPI IX E X);2020;17/05/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;38;CADITOIE/TOMBINI - MANCATA PULIZIA;7;Portale;6;Web;NO;7
MUNICIPIO ROMA X (EX MUNICIPIO XIII);2020;17/05/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;202;PANCHINE DA SISTEMARE O SOSTITUIRE;7;Portale;6;Web;NO;10
MUNICIPIO ROMA VII (EX MUNICIPI IX E X);2020;17/05/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;38;CADITOIE/TOMBINI - MANCATA PULIZIA;7;Portale;6;Web;NO;7
MUNICIPIO ROMA VII (EX MUNICIPI IX E X);2020;17/05/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;38;CADITOIE/TOMBINI - MANCATA PULIZIA;7;Portale;6;Web;NO;7
MUNICIPIO ROMA VI (EX MUNICIPIO VIII);2020;17/05/2020;1;Reclamo;11;OPERE E MANUTENZIONE DELLA CITTÀ;374;BUCHE E DISSESTO STRADALE;8;CRM 060606;5;Telefono;NO;n.a.
MUNICIPIO ROMA XII (EX MUNICIPIO XVI);2020;17/05/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;185;MANUTENZIONE DELLA CITTÀ - SOLLECITO INTERVENTO A PRECEDENTE RICHIESTA;7;Portale;6;Web;NO;n.a.
POLIZIA LOCALE ROMA CAPITALE -  XII GRUPPO MONTEVERDE -(EX GRUPPO XVI);2020;17/05/2020;6;Segnalazione;4;COMMERCIO IMPRESA;244;PRESENTAZIONE/COMMERCIALIZZAZIONE DEI PRODOTTI IRREGOLARE;7;Portale;6;Web;NO;12
POLIZIA LOCALE ROMA CAPITALE -  II GRUPPO SAPIENZA -(EX GRUPPO III);2020;17/05/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;383;ASSEMBRAMENTI;7;Portale;6;Web;NO;2
MUNICIPIO ROMA XII (EX MUNICIPIO XVI);2020;17/05/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;38;CADITOIE/TOMBINI - MANCATA PULIZIA;7;Portale;6;Web;NO;12
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;17/05/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;298;! SOSTA SU ATTRAVERSAMENTO PEDONALE;7;Portale;6;Web;SI;5
POLIZIA LOCALE ROMA CAPITALE -  V GRUPPO CASILINO -(EX GRUPPO VII);2020;17/05/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;383;ASSEMBRAMENTI;7;Portale;6;Web;NO;5
MUNICIPIO ROMA II (EX MUNICIPI II E III);2020;17/05/2020;1;Reclamo;11;OPERE E MANUTENZIONE DELLA CITTÀ;258;RIFIUTI ABBANDONATI;7;Portale;6;Web;NO;2
MUNICIPIO ROMA X (EX MUNICIPIO XIII);2020;17/05/2020;1;Reclamo;11;OPERE E MANUTENZIONE DELLA CITTÀ;207;PARCHI, VILLE E GIARDINI - MANCATA PULIZIA;8;CRM 060606;5;Telefono;NO;n.a.
POLIZIA LOCALE ROMA CAPITALE -  X GRUPPO MARE -(EX GRUPPO XIII);2020;17/05/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;375;VEICOLO ABBANDONATO;7;Portale;6;Web;NO;10
DIPARTIMENTO TUTELA AMBIENTALE;2020;17/05/2020;1;Reclamo;11;OPERE E MANUTENZIONE DELLA CITTÀ;169;MANCATA POTATURA ALBERI;7;Portale;6;Web;NO;1
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;17/05/2020;6;Segnalazione;10;MOBILITÀ E TRASPORTI;296;! SOSTA SELVAGGIA - RIMOZIONE VEICOLI IN INTRALCIO;7;Portale;6;Web;SI;5
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;17/05/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;298;! SOSTA SU ATTRAVERSAMENTO PEDONALE;7;Portale;6;Web;SI;5
DIPARTIMENTO SVILUPPO INFRASTRUTTURE E MANUTENZIONE URBANA;2020;17/05/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;374;BUCHE E DISSESTO STRADALE;7;Portale;6;Web;NO;5
POLIZIA LOCALE ROMA CAPITALE -  II GRUPPO SAPIENZA -(EX GRUPPO III);2020;17/05/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;383;ASSEMBRAMENTI;7;Portale;6;Web;NO;2
DIPARTIMENTO TUTELA AMBIENTALE;2020;17/05/2020;1;Reclamo;11;OPERE E MANUTENZIONE DELLA CITTÀ;207;PARCHI, VILLE E GIARDINI - MANCATA PULIZIA;7;Portale;6;Web;NO;5
DIPARTIMENTO TUTELA AMBIENTALE;2020;17/05/2020;1;Reclamo;11;OPERE E MANUTENZIONE DELLA CITTÀ;207;PARCHI, VILLE E GIARDINI - MANCATA PULIZIA;7;Portale;6;Web;NO;5
POLIZIA LOCALE ROMA CAPITALE -  V GRUPPO PRENESTINO -(EX GRUPPO VI);2020;17/05/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;303;SPAZZAMENTO SEDE STRADALE - MANCATA PULIZIA;7;Portale;6;Web;NO;5
MUNICIPIO ROMA V (EX MUNICIPI VI E VII);2020;17/05/2020;1;Reclamo;11;OPERE E MANUTENZIONE DELLA CITTÀ;76;DEIEZIONI CANINE - MANCATA PULIZIA;7;Portale;6;Web;NO;5
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;17/05/2020;6;Segnalazione;10;MOBILITÀ E TRASPORTI;296;! SOSTA SELVAGGIA - RIMOZIONE VEICOLI IN INTRALCIO;7;Portale;6;Web;SI;5
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;17/05/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;298;! SOSTA SU ATTRAVERSAMENTO PEDONALE;7;Portale;6;Web;SI;5
DIPARTIMENTO POLITICHE SOCIALI;2020;17/05/2020;1;Reclamo;15;SOCIALE;96;DIFFICOLTÀ DI ACCESSO AI SERVIZI SOCIALI;7;Portale;6;Web;NO;n.a.
MUNICIPIO ROMA VII (EX MUNICIPI IX E X);2020;17/05/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;303;SPAZZAMENTO SEDE STRADALE - MANCATA PULIZIA;7;Portale;6;Web;NO;7
MUNICIPIO ROMA VII (EX MUNICIPI IX E X);2020;17/05/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;38;CADITOIE/TOMBINI - MANCATA PULIZIA;7;Portale;6;Web;NO;7
DIPARTIMENTO POLITICHE SOCIALI;2020;17/05/2020;1;Reclamo;15;SOCIALE;96;DIFFICOLTÀ DI ACCESSO AI SERVIZI SOCIALI;7;Portale;6;Web;NO;n.a.
POLIZIA LOCALE ROMA CAPITALE -  V GRUPPO CASILINO -(EX GRUPPO VII);2020;17/05/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;374;BUCHE E DISSESTO STRADALE;7;Portale;6;Web;NO;5
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;17/05/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;319;! SUONI/RUMORI/SCHIAMAZZI MOLESTI;7;Portale;6;Web;SI;5
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;17/05/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;319;! SUONI/RUMORI/SCHIAMAZZI MOLESTI;7;Portale;6;Web;SI;5
POLIZIA LOCALE ROMA CAPITALE -  XV GRUPPO CASSIA -(EX GRUPPO XX);2020;17/05/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;383;ASSEMBRAMENTI;7;Portale;6;Web;NO;15
POLIZIA LOCALE ROMA CAPITALE -  IV GRUPPO TIBURTINO -(EX GRUPPO V);2020;17/05/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;383;ASSEMBRAMENTI;7;Portale;6;Web;NO;4
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;17/05/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;358;! VORAGINE;7;Portale;6;Web;SI;10
POLIZIA LOCALE ROMA CAPITALE -  III GRUPPO NOMENTANO -(EX GRUPPO IV);2020;17/05/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;383;ASSEMBRAMENTI;7;Portale;6;Web;NO;3
POLIZIA LOCALE ROMA CAPITALE -  IX GRUPPO EUR -(EX GRUPPO XII);2020;18/05/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;383;ASSEMBRAMENTI;7;Portale;6;Web;NO;9
POLIZIA LOCALE ROMA CAPITALE -  IX GRUPPO EUR -(EX GRUPPO XII);2020;18/05/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;130;DISTURBO QUIETE PUBBLICA;7;Portale;6;Web;NO;9
POLIZIA LOCALE ROMA CAPITALE -  IX GRUPPO EUR -(EX GRUPPO XII);2020;18/05/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;383;ASSEMBRAMENTI;7;Portale;6;Web;NO;9
POLIZIA LOCALE ROMA CAPITALE -  VII GRUPPO TUSCOLANO -(EX GRUPPO X);2020;18/05/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;375;VEICOLO ABBANDONATO;7;Portale;6;Web;NO;7
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;18/05/2020;6;Segnalazione;10;MOBILITÀ E TRASPORTI;296;! SOSTA SELVAGGIA - RIMOZIONE VEICOLI IN INTRALCIO;7;Portale;6;Web;SI;7
