block_ID,administrative_subdivision,Year,Month,wifi
22448,8.0,2020,10,0.03203183440723213
19780,11.0,2020,6,0.011909658929358526
19780,11.0,2020,7,0.02879669307563599
19780,11.0,2020,8,0.07996570157871448
19780,11.0,2020,9,0.1477071182794823
19780,11.0,2020,10,0.0044943420042833325
27112,3.0,2020,6,0.1555669857231419
27112,3.0,2020,7,0.4216982588001552
27112,3.0,2020,8,0.14707048982465482
27112,3.0,2020,9,0.5853313335237772
27112,3.0,2020,10,0.09651764339212537
11485,10.0,2020,6,0.13727229710404865
11485,10.0,2020,7,0.10998989893459299
11485,10.0,2020,8,0.10524719490153987
11485,10.0,2020,9,0.17228419099071263
11485,10.0,2020,10,0.006016981592793192
21504,1.0,2020,6,0.8863398739173296
21504,1.0,2020,7,1.519890935495968
21504,1.0,2020,8,0.9312463199310371
21504,1.0,2020,9,2.0919207482406748
21504,1.0,2020,10,0.29046141170765905
21510,1.0,2020,6,0.969236062467998
21510,1.0,2020,7,1.8674981140287081
21510,1.0,2020,8,1.621637123266765
21510,1.0,2020,9,2.0029214346204856
21510,1.0,2020,10,0.19314794849595776
23938,1.0,2020,6,0.0242562702414836
23938,1.0,2020,7,0.1423530677508911
23938,1.0,2020,8,0.08022895482222428
23938,1.0,2020,9,0.468763923569987
23938,1.0,2020,10,0.002341678876084259
22480,1.0,2020,6,0.021326646914840403
22480,1.0,2020,7,0.07638691189216215
22480,1.0,2020,8,0.016026028773009175
22480,1.0,2020,9,0.018156486702148453
22480,1.0,2020,10,0.0015700132195971925
19550,12.0,2020,6,0.06035023398579374
19550,12.0,2020,7,0.11137180091000101
19550,12.0,2020,8,0.13262978230818204
19550,12.0,2020,9,0.22947127911997503
19550,12.0,2020,10,0.03826746764912514
22718,1.0,2020,6,0.29069883202274377
22718,1.0,2020,7,0.9910910848314541
22718,1.0,2020,8,0.33611646105749104
22718,1.0,2020,9,0.5528116487574222
22718,1.0,2020,10,0.01020187813935815
20988,9.0,2020,6,0.3225724936200108
20988,9.0,2020,7,1.2966318749534755
20988,9.0,2020,8,0.7865880369843348
20988,9.0,2020,9,1.3781613387045528
20988,9.0,2020,10,0.010225700625694169
39398,nan,2020,6,0.1214648215961951
39398,nan,2020,7,0.1871385129421601
39398,nan,2020,8,0.4957005197951872
39398,nan,2020,9,0.35093706241208156
39398,nan,2020,10,0.013164672665199013
30737,5.0,2020,6,0.003745732048909926
30737,5.0,2020,7,0.2766475513009483
30737,5.0,2020,8,0.001945954461327675
31729,4.0,2020,6,0.035205244766378645
31729,4.0,2020,7,0.028366519708540115
31729,4.0,2020,8,0.03518235873709129
31729,4.0,2020,9,0.14133182812401773
31729,4.0,2020,10,0.011175157069672727
28305,5.0,2020,6,0.06798008014889377
28305,5.0,2020,7,0.32663695202791476
28305,5.0,2020,8,0.08059724954571323
28305,5.0,2020,9,0.5321579183056734
28305,5.0,2020,10,0.023839336896058543
22973,2.0,2020,6,0.14795888122119616
22973,2.0,2020,7,0.49406394983734336
22973,2.0,2020,8,0.345705412891365
22973,2.0,2020,9,1.4066629918557743
22973,2.0,2020,10,0.39172350194774047
3925,10.0,2020,6,0.2674928498629127
3925,10.0,2020,7,0.9704950318003169
3925,10.0,2020,8,0.9281697354210837
3925,10.0,2020,9,1.5124962328644311
3925,10.0,2020,10,0.044572502572921134
16135,11.0,2020,6,0.1834228756179412
16135,11.0,2020,7,0.4704860443674892
16135,11.0,2020,8,0.45794949966052606
16135,11.0,2020,9,0.43448095251621016
16135,11.0,2020,10,0.04890946045788976
21988,1.0,2020,6,0.04838831551486475
21988,1.0,2020,7,0.23362721045238732
21988,1.0,2020,8,0.01684105403375689
21988,1.0,2020,9,0.00259256641022497
21257,1.0,2020,6,0.9887751267375275
21257,1.0,2020,7,3.8938745855731454
21257,1.0,2020,8,1.190536873080025
21257,1.0,2020,9,1.6050984585237706
21257,1.0,2020,10,0.26141141902453224
32943,4.0,2020,6,0.10804964912293165
32943,4.0,2020,7,0.09219927473911371
32943,4.0,2020,8,0.0004933293828804398
19323,1.0,2020,6,0.0005651265185804931
19323,1.0,2020,7,0.1082335343814676
19323,1.0,2020,8,0.027485371294159438
19323,1.0,2020,9,0.01121036799756431
22474,1.0,2020,6,1.6813404222938388
22474,1.0,2020,7,3.6280950202866484
22474,1.0,2020,8,3.995978763277877
22474,1.0,2020,9,4.687733078172625
22474,1.0,2020,10,0.37626400506938196
23191,8.0,2020,6,0.5422527717142664
23191,8.0,2020,7,1.9334032652704085
23191,8.0,2020,8,2.2673548664478504
23191,8.0,2020,9,2.337345414067503
23191,8.0,2020,10,0.18654442525716908
27358,3.0,2020,6,0.02537385803635732
27358,3.0,2020,7,0.029258859606105983
27358,3.0,2020,8,0.0070802135442535954
27358,3.0,2020,9,0.02726403018232187
27358,3.0,2020,10,0.005091588594859086
22722,1.0,2020,6,0.5768803088651933
22722,1.0,2020,7,0.16837472086736227
22722,1.0,2020,8,0.69089403763886
22722,1.0,2020,9,0.8488232925308946
22722,1.0,2020,10,0.05498738138001145
19520,9.0,2020,6,0.019059690882473303
19520,9.0,2020,7,0.013494095968530065
19520,9.0,2020,8,0.025043675471842233
19520,9.0,2020,9,0.04548827746884921
19520,9.0,2020,10,0.0011603666671888536
16412,14.0,2020,6,0.0177527543772082
16412,14.0,2020,8,0.6564325919196524
16412,14.0,2020,9,0.020960075196128206
22280,15.0,2020,6,0.0004125596886145686
22280,15.0,2020,7,7.318651128368268e-05
28798,4.0,2020,6,0.005003461200658341
21494,1.0,2020,6,0.024138411419353772
21494,1.0,2020,7,0.048838071096494705
21494,1.0,2020,8,0.23858147239501326
21494,1.0,2020,9,0.1305404143904766
21494,1.0,2020,10,0.0006574821842182418
30735,5.0,2020,6,0.011917411784167027
30735,5.0,2020,8,1.636140637026481
30735,5.0,2020,9,2.114616643984242
14706,13.0,2020,6,0.0036652963171806595
14706,13.0,2020,7,0.0006384935115430198
14706,13.0,2020,8,0.08906767003221094
14706,13.0,2020,9,0.0100068808762444
14706,13.0,2020,10,0.0018509240000648614
19793,12.0,2020,6,0.06913675965633868
19793,12.0,2020,7,0.3305334742337152
19793,12.0,2020,8,0.18034665240468897
19793,12.0,2020,9,0.38378702679352195
19793,12.0,2020,10,0.08458542249095298
13297,15.0,2020,6,0.013286027784125864
13297,15.0,2020,7,0.06622348139817034
13297,15.0,2020,8,0.02356797802510783
13297,15.0,2020,9,0.07179290976202043
13297,15.0,2020,10,0.00805721973076953
22231,1.0,2020,6,0.7725764814705653
22231,1.0,2020,7,2.2224914392185156
22231,1.0,2020,8,1.3265157443277567
22231,1.0,2020,9,1.6656443131249674
22231,1.0,2020,10,0.32504733345022263
12206,10.0,2020,6,0.13213752919612576
12206,10.0,2020,7,0.03071273991320036
12206,10.0,2020,9,0.00277798519158514
24416,1.0,2020,6,3.1528958781673724e-05
24416,1.0,2020,8,4.8734386753023546e-05
24416,1.0,2020,9,0.5256409988909448
24416,1.0,2020,10,0.0030296950364462408
12522,13.0,2020,6,0.07551300579325518
12522,13.0,2020,7,0.12673668762559206
12522,13.0,2020,10,0.00035753292003680995
21692,9.0,2020,6,0.0032542605796706744
21692,9.0,2020,7,0.013333555181793933
21692,9.0,2020,8,0.007120575581169073
21692,9.0,2020,9,0.0026586590867406596
21692,9.0,2020,10,0.0006709532605343735
21506,1.0,2020,6,0.12019146658831892
21506,1.0,2020,7,0.8851072854824802
21506,1.0,2020,8,0.9132316959238228
21506,1.0,2020,9,0.954594782137909
21506,1.0,2020,10,0.15031367821048214
25149,2.0,2020,6,0.005902977792654785
25149,2.0,2020,7,0.03894204287694479
25149,2.0,2020,9,0.2195170235107084
25149,2.0,2020,10,0.009469265813322709
28053,5.0,2020,6,0.00040709885588639707
22960,1.0,2020,6,0.0027654087615224237
22960,1.0,2020,7,0.025589306111847406
22960,1.0,2020,8,0.03501589424640842
22960,1.0,2020,9,0.040342262123658656
22960,1.0,2020,10,0.016743729026527474
28297,5.0,2020,6,0.00048064780676313585
28297,5.0,2020,7,0.001635195677957361
28297,5.0,2020,8,0.014192640401433105
26117,5.0,2020,6,2.3755118017380688
26117,5.0,2020,7,2.7096650038080092
26117,5.0,2020,8,3.1852692946286303
26117,5.0,2020,9,3.129307485092881
26117,5.0,2020,10,0.4509576041829382
-1,0,2020,6,0.10944924673169416
-1,0,2020,7,0.33288914920208107
-1,0,2020,8,0.3300519076847278
-1,0,2020,9,0.3746325131231011
-1,0,2020,10,0.17004825904463142
16655,14.0,2020,6,0.005546695291595042
23433,8.0,2020,6,0.007397944444404798
23433,8.0,2020,7,0.0006811639996098555
23433,8.0,2020,9,0.03820077885924381
23433,8.0,2020,10,0.006556748721158241
18596,14.0,2020,6,0.005974510872705975
18596,14.0,2020,7,0.03109825120785667
18596,14.0,2020,8,0.0058852579204679845
18596,14.0,2020,9,0.048983626237047787
18596,14.0,2020,10,0.0018207891312958951
21765,2.0,2020,6,0.021634914955801676
21765,2.0,2020,7,0.1923682708339244
21765,2.0,2020,8,0.13703987398854559
21765,2.0,2020,9,0.6375879086707043
21765,2.0,2020,10,0.014145014715061835
16652,14.0,2020,6,0.0021756891617438893
32416,7.0,2020,6,0.2549897153624154
32416,7.0,2020,7,0.8503998176628019
32416,7.0,2020,8,0.28146306021463224
32416,7.0,2020,9,0.2837996865561188
32416,7.0,2020,10,0.01694054877363358
21509,1.0,2020,6,0.008232595159096735
21509,1.0,2020,7,0.0018756104650550435
21509,1.0,2020,8,0.001769793294820806
21509,1.0,2020,9,0.024848933787929104
21509,1.0,2020,10,0.0007460907835284106
16404,13.0,2020,6,0.00045002311357501644
27341,4.0,2020,6,0.05854588235435493
27341,4.0,2020,7,0.0814056418428507
27341,4.0,2020,8,0.00904750903550492
27341,4.0,2020,9,0.09647787632568362
27341,4.0,2020,10,0.0008171532302202297
4653,10.0,2020,6,0.001135569198823108
4653,10.0,2020,7,0.2079489220155792
4653,10.0,2020,8,0.22772300933681755
4653,10.0,2020,9,0.05557205458823621
4653,10.0,2020,10,0.00150061287106809
23426,8.0,2020,6,0.001524633506286874
23426,8.0,2020,7,0.003857351443206275
23426,8.0,2020,8,4.009555262133194e-05
23426,8.0,2020,9,0.00032186007333657784
23426,8.0,2020,10,5.5102389924989414e-05
21468,9.0,2020,6,0.0004059711073063479
21468,9.0,2020,7,0.0006077203852696875
21468,9.0,2020,8,0.009685706966630899
21468,9.0,2020,9,0.0012415778986912005
29515,5.0,2020,6,0.001233779756791254
29515,5.0,2020,9,0.009022174979393208
31730,4.0,2020,6,0.0011073879608917616
31730,4.0,2020,7,0.000514969040932858
21229,9.0,2020,6,0.07728869893415435
21229,9.0,2020,8,0.018121118245656972
21229,9.0,2020,9,0.05406558344378253
27330,5.0,2020,6,7.625979521707654e-05
21957,9.0,2020,6,0.03553467526040455
18121,14.0,2020,6,0.019939954317561195
19020,9.0,2020,7,0.007937081458370252
19020,9.0,2020,8,0.00014857218468100657
19020,9.0,2020,9,0.014971539754084145
19020,9.0,2020,10,0.0014370595098670924
22748,15.0,2020,7,0.041192877561926
22748,15.0,2020,8,0.05372841519064527
22748,15.0,2020,9,0.02513326581529252
22937,8.0,2020,7,0.00040364617946346467
20296,1.0,2020,7,0.010109733575378001
20296,1.0,2020,8,0.01616972390461925
20296,1.0,2020,9,0.024558335093808652
20296,1.0,2020,10,0.014471979276956985
18105,13.0,2020,7,0.019308646881686414
18105,13.0,2020,8,0.0030637085469725094
18105,13.0,2020,9,0.0839543685865975
18105,13.0,2020,10,0.023051155880203855
27591,4.0,2020,7,0.03342632652740566
30745,4.0,2020,7,0.0018415579057222708
19264,9.0,2020,7,0.00026665729940657435
25665,3.0,2020,7,0.005220256698075313
21726,8.0,2020,7,0.00319259065669658
21726,8.0,2020,10,0.00021065769172139972
26875,3.0,2020,7,0.011510334643226684
29540,4.0,2020,7,0.022831738112568615
29540,4.0,2020,9,0.038801221642252456
29540,4.0,2020,10,0.06206121177777544
21274,2.0,2020,7,0.015911803823288564
21274,2.0,2020,8,0.013853580662205163
21274,2.0,2020,9,0.0013352070316259544
34364,6.0,2020,7,0.00011068236580172755
30009,5.0,2020,7,0.06383404506980311
31737,4.0,2020,7,0.07037395827900089
25912,3.0,2020,7,0.37698494656432213
25912,3.0,2020,8,1.9070777164840333
25912,3.0,2020,9,1.13556708571123
25912,3.0,2020,10,0.0993802509665635
31945,5.0,2020,7,0.011333751987712047
31945,5.0,2020,8,0.0003470447439531628
16666,14.0,2020,7,2.4242641969911037e-05
16666,14.0,2020,9,2.65622363172717e-06
20758,11.0,2020,7,0.05340585666749771
20758,11.0,2020,8,0.07884654292654787
20758,11.0,2020,9,0.060607092891997415
11971,10.0,2020,7,0.16875950647328408
11971,10.0,2020,9,0.3209333670606123
29033,5.0,2020,7,0.004531356606071456
24410,7.0,2020,8,0.003954061860317707
24410,7.0,2020,9,0.00014481988009889548
28776,7.0,2020,8,9.912006181623143e-05
28776,7.0,2020,9,7.539276885118873e-07
22697,8.0,2020,8,0.002561623421643343
22697,8.0,2020,9,0.00212861477785177
18284,9.0,2020,8,0.01831005413397081
18284,9.0,2020,9,0.0007198193179581106
10512,10.0,2020,8,0.02957492502703927
25657,3.0,2020,8,0.0001487363325298128
25657,3.0,2020,9,0.20278108019713148
23698,2.0,2020,8,0.0011358890180724792
28548,5.0,2020,8,0.023024108057691547
28548,5.0,2020,9,0.00027164649874496434
31440,7.0,2020,8,0.014086378408148185
31440,7.0,2020,9,0.06654269048612974
31440,7.0,2020,10,0.009856025241172295
25902,3.0,2020,8,4.687818744968191e-05
30031,4.0,2020,8,0.3013269443617904
18775,9.0,2020,8,0.012653885227617338
18775,9.0,2020,9,0.011243281522259542
24915,2.0,2020,8,0.0058783543295804624
24915,2.0,2020,9,0.791300375903522
24915,2.0,2020,10,0.011195475544691412
23682,1.0,2020,8,0.006460062400017652
23682,1.0,2020,9,0.014225780504447056
21017,1.0,2020,8,0.00027149249406175014
21239,8.0,2020,8,0.007100562163046081
21239,8.0,2020,9,0.028311867808504802
20251,9.0,2020,8,0.021776900654476277
20251,9.0,2020,9,0.012656501926237601
16147,12.0,2020,8,0.0005960865552995941
16147,12.0,2020,9,0.0007792646970943356
19280,9.0,2020,9,0.0016821983453829
32199,5.0,2020,9,0.00028767831959887
20784,1.0,2020,9,0.0042715331811466455
20784,1.0,2020,10,0.0002686653128503263
20783,1.0,2020,9,0.03102319440160291
20783,1.0,2020,10,0.0009590611170047934
29543,4.0,2020,9,0.0008285290523444189
21245,11.0,2020,9,0.0004988048827212986
31488,4.0,2020,9,2.037579725897108
30727,5.0,2020,9,0.008745028646734064
29284,4.0,2020,9,0.00031374635041138074
31004,4.0,2020,9,0.027325923207318494
31004,4.0,2020,10,0.0004109256865443369
20508,11.0,2020,9,0.0010041292017910074
20507,11.0,2020,9,0.004458575011863027
21502,1.0,2020,9,6.965026089073142e-05
27848,3.0,2020,9,0.0002638145462930444
34864,6.0,2020,9,0.008654861047634448
29505,7.0,2020,9,0.009537373027290066
16626,11.0,2020,9,0.0008006015364143607
16626,11.0,2020,10,0.0008689956162480396
19794,12.0,2020,9,0.00048491450794020056
3440,10.0,2020,9,0.00046603012415064304
28569,4.0,2020,9,0.0021545615668821334
28569,4.0,2020,10,0.00012622055259682108
15901,12.0,2020,9,0.004876565770395932
23942,2.0,2020,9,0.001620065503569744
17590,11.0,2020,9,0.004264677020272878
19547,12.0,2020,9,5.1629189068394265e-05
29271,5.0,2020,9,0.002293109494348965
15677,14.0,2020,9,0.03298853507150422
15926,14.0,2020,9,0.0002306351087496139
23912,8.0,2020,9,0.29986706268172075
18589,13.0,2020,9,0.17648187806908913
17350,11.0,2020,9,0.1445439452792684
33661,5.0,2020,9,0.02496229304465771
20743,9.0,2020,9,0.34204467376038544
33906,5.0,2020,9,0.08645613142600228
19537,11.0,2020,9,0.09910996674734009
26602,5.0,2020,9,0.0006158057263794252
22922,9.0,2020,9,0.002024814573714483
30505,4.0,2020,9,0.006500453675917513
17363,12.0,2020,9,0.0004028278212442203
29533,4.0,2020,9,0.00036741822064442363
15438,13.0,2020,9,0.02078063612041776
11481,10.0,2020,9,0.07581327068608235
31214,5.0,2020,9,0.04045446563095571
12682,10.0,2020,9,0.028031768814627964
16874,12.0,2020,9,0.07802797017697022
30493,5.0,2020,9,0.009749734675589936
20515,11.0,2020,9,0.21521875189741024
20515,11.0,2020,10,0.01389972773218379
16907,14.0,2020,9,0.0006472190149769531
16907,14.0,2020,10,0.00018163480914839362
16144,12.0,2020,9,0.022961190477729137
23011,15.0,2020,9,0.20647801161917878
19059,12.0,2020,9,0.0048614825974376075
21487,11.0,2020,9,0.01639345299383606
28576,3.0,2020,9,0.0005146711271115259
28576,3.0,2020,10,0.003236732999045662
17392,14.0,2020,9,0.018587056795594314
21279,2.0,2020,9,0.009661879861106792
22217,8.0,2020,9,3.25671808297369e-06
19810,1.0,2020,9,0.07522424463120374
35620,4.0,2020,9,0.0006179203144926371
11792,13.0,2020,9,0.0012300504052880884
8570,10.0,2020,9,0.003964548322063507
8570,10.0,2020,10,0.00035409857750473637
22233,1.0,2020,9,0.0004393449317133778
22233,1.0,2020,10,0.0038722208953797304
13295,15.0,2020,9,0.002624236611397
20785,1.0,2020,9,0.0002935594032019227
